Gage, Year, Month, Average Simulated (cfs), Standard Deviation Simulated (cfs), Average Measured (cfs), Standard Deviation Measured (cfs), count, r2
NC,2002,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2002,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2002,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2002,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2002,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2002,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2002,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2002,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2002,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2002,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2002,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2002,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2003,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2003,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2003,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2003,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2003,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2003,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2003,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2003,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2003,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2003,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2003,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2003,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2004,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2004,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2004,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2004,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2004,     2,  0.02,  0.02,  0.00,  0.00,    29,
NC,2004,     3, 43.55,154.22,  0.00,  0.00,    31,
NC,2004,     4, 85.64, 92.35,  0.00,  0.00,    30,
NC,2004,     5,676.41,714.78,369.65,525.04,    31,0.60642
NC,2004,     6,268.85, 61.43,156.67, 58.16,    30,-0.024114
NC,2004,     7, 97.03, 49.43, 49.39, 26.35,    31,0.97142
NC,2004,     8, 12.96,  8.80,  7.61,  5.98,    31,0.94603
NC,2004,     9,  0.88,  0.97,  0.17,  0.36,    30,0.50686
NC,2005,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2005,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2005,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2005,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2005,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2005,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2005,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2005,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2005,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2005,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2005,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2005,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2006,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2006,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2006,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2006,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2006,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2006,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2006,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2006,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2006,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2006,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2006,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2006,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2007,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2007,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2007,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2007,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2007,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2007,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2007,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2007,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2007,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2007,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2007,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2007,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2008,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2008,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2008,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2008,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2008,     2,  0.02,  0.02,  0.00,  0.00,    29,
NC,2008,     3, 43.55,154.22,  0.00,  0.00,    31,
NC,2008,     4, 85.64, 92.35,  0.00,  0.00,    30,
NC,2008,     5,676.41,714.78,369.65,525.04,    31,0.60642
NC,2008,     6,268.85, 61.43,156.67, 58.16,    30,-0.024114
NC,2008,     7, 97.03, 49.43, 49.39, 26.35,    31,0.97142
NC,2008,     8, 12.96,  8.80,  7.61,  5.98,    31,0.94603
NC,2008,     9,  0.88,  0.97,  0.17,  0.36,    30,0.50686
NC,2009,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2009,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2009,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2009,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2009,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2009,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2009,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2009,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2009,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2009,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2009,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2009,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2010,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2010,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2010,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2010,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2010,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2010,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2010,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2010,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2010,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2010,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2010,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2010,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2011,    10,  0.00,  0.00,  0.00,  0.00,    31,
NC,2011,    11,  0.00,  0.00,  0.00,  0.00,    30,
NC,2011,    12,  0.00,  0.00,  0.00,  0.00,    31,
NC,2011,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2011,     2,  0.02,  0.02,  0.00,  0.00,    28,
NC,2011,     3, 25.24,119.77,  0.00,  0.00,    31,
NC,2011,     4,103.85,126.70,  0.00,  0.00,    30,
NC,2011,     5,666.06,722.07,365.00,527.74,    31,0.61169
NC,2011,     6,272.64, 62.36,157.93, 57.43,    30,-0.0541
NC,2011,     7,103.49, 53.08, 52.32, 27.44,    31,0.97132
NC,2011,     8, 13.84,  8.89,  8.06,  6.00,    31,0.94521
NC,2011,     9,  0.90,  0.96,  0.21,  0.40,    30,0.41743
NC,2012,     1,  0.33,  1.28,  0.00,  0.00,    31,
NC,2012,     2,  0.02,  0.02,  0.00,  0.00,    29,
NC,2012,     3, 43.55,154.22,  0.00,  0.00,    31,
NC,2012,     4, 85.64, 92.35,  0.00,  0.00,    30,
NC,2012,     5,676.41,714.78,369.65,525.04,    31,0.60642
NC,2012,     6,311.73,  5.47,128.67,  9.50,     3,0.99551
RR,1993,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,1993,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,1993,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,1993,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1993,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,1993,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,1993,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,1993,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,1993,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,1993,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,1993,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,1993,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,1994,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,1994,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,1994,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,1994,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1994,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,1994,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,1994,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,1994,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,1994,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,1994,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,1994,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,1994,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,1995,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,1995,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,1995,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,1995,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1995,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,1995,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,1995,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,1995,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,1995,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,1995,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,1995,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,1995,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,1996,    10,  4.12,  0.48,  3.16,  0.21,    31,0.63237
RR,1996,    11,  3.50,  0.14,  2.93,  0.16,    30,0.32417
RR,1996,    12,  3.89,  0.08,  3.00,  0.25,    31,0.17441
RR,1996,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1996,     2,  2.87,  1.86,  2.68,  0.26,    29,0.31734
RR,1996,     3, 31.81,107.81,  5.46,  9.64,    31,0.87094
RR,1996,     4, 73.54, 50.08, 31.53, 17.77,    30,0.43945
RR,1996,     5,476.94,648.12,347.84,457.56,    31,0.6832
RR,1996,     6,234.09, 53.12,157.63, 64.49,    30,0.17417
RR,1996,     7, 87.68, 35.26, 50.10, 21.77,    31,0.98566
RR,1996,     8, 19.76,  8.46, 15.48,  3.77,    31,0.94669
RR,1996,     9,  8.04,  2.79,  5.70,  1.49,    30,0.83834
RR,1997,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,1997,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,1997,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,1997,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1997,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,1997,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,1997,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,1997,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,1997,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,1997,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,1997,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,1997,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,1998,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,1998,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,1998,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,1998,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1998,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,1998,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,1998,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,1998,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,1998,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,1998,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,1998,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,1998,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,1999,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,1999,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,1999,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,1999,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,1999,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,1999,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,1999,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,1999,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,1999,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,1999,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,1999,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,1999,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2000,    10,  4.12,  0.48,  3.16,  0.21,    31,0.63237
RR,2000,    11,  3.50,  0.14,  2.93,  0.16,    30,0.32417
RR,2000,    12,  3.89,  0.08,  3.00,  0.25,    31,0.17441
RR,2000,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2000,     2,  2.87,  1.86,  2.68,  0.26,    29,0.31734
RR,2000,     3, 31.81,107.81,  5.46,  9.64,    31,0.87094
RR,2000,     4, 73.54, 50.08, 31.53, 17.77,    30,0.43945
RR,2000,     5,476.94,648.12,347.84,457.56,    31,0.6832
RR,2000,     6,234.09, 53.12,157.63, 64.49,    30,0.17417
RR,2000,     7, 87.68, 35.26, 50.10, 21.77,    31,0.98566
RR,2000,     8, 19.76,  8.46, 15.48,  3.77,    31,0.94669
RR,2000,     9,  8.04,  2.79,  5.70,  1.49,    30,0.83834
RR,2001,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2001,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2001,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2001,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2001,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2001,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2001,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2001,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2001,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2001,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2001,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2001,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2002,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2002,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2002,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2002,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2002,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2002,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2002,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2002,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2002,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2002,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2002,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2002,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2003,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2003,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2003,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2003,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2003,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2003,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2003,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2003,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2003,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2003,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2003,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2003,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2004,    10,  4.12,  0.48,  3.16,  0.21,    31,0.63237
RR,2004,    11,  3.50,  0.14,  2.93,  0.16,    30,0.32417
RR,2004,    12,  3.89,  0.08,  3.00,  0.25,    31,0.17441
RR,2004,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2004,     2,  2.87,  1.86,  2.68,  0.26,    29,0.31734
RR,2004,     3, 31.81,107.81,  5.46,  9.64,    31,0.87094
RR,2004,     4, 73.54, 50.08, 31.53, 17.77,    30,0.43945
RR,2004,     5,476.94,648.12,347.84,457.56,    31,0.6832
RR,2004,     6,234.09, 53.12,157.63, 64.49,    30,0.17417
RR,2004,     7, 87.68, 35.26, 50.10, 21.77,    31,0.98566
RR,2004,     8, 19.76,  8.46, 15.48,  3.77,    31,0.94669
RR,2004,     9,  8.04,  2.79,  5.70,  1.49,    30,0.83834
RR,2005,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2005,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2005,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2005,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2005,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2005,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2005,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2005,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2005,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2005,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2005,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2005,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2006,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2006,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2006,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2006,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2006,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2006,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2006,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2006,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2006,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2006,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2006,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2006,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2007,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2007,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2007,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2007,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2007,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2007,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2007,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2007,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2007,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2007,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2007,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2007,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2008,    10,  4.12,  0.48,  3.16,  0.21,    31,0.63237
RR,2008,    11,  3.50,  0.14,  2.93,  0.16,    30,0.32417
RR,2008,    12,  3.89,  0.08,  3.00,  0.25,    31,0.17441
RR,2008,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2008,     2,  2.87,  1.86,  2.68,  0.26,    29,0.31734
RR,2008,     3, 31.81,107.81,  5.46,  9.64,    31,0.87094
RR,2008,     4, 73.54, 50.08, 31.53, 17.77,    30,0.43945
RR,2008,     5,476.94,648.12,347.84,457.56,    31,0.6832
RR,2008,     6,234.09, 53.12,157.63, 64.49,    30,0.17417
RR,2008,     7, 87.68, 35.26, 50.10, 21.77,    31,0.98566
RR,2008,     8, 19.76,  8.46, 15.48,  3.77,    31,0.94669
RR,2008,     9,  8.04,  2.79,  5.70,  1.49,    30,0.83834
RR,2009,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2009,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2009,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2009,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2009,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2009,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2009,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2009,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2009,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2009,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2009,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2009,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2010,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2010,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2010,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2010,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2010,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2010,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2010,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2010,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2010,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2010,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2010,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2010,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2011,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2011,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2011,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2011,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2011,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2011,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2011,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2011,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2011,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2011,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2011,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2011,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2012,    10,  4.12,  0.48,  3.16,  0.21,    31,0.63237
RR,2012,    11,  3.50,  0.14,  2.93,  0.16,    30,0.32417
RR,2012,    12,  3.89,  0.08,  3.00,  0.25,    31,0.17441
RR,2012,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2012,     2,  2.87,  1.86,  2.68,  0.26,    29,0.31734
RR,2012,     3, 31.81,107.81,  5.46,  9.64,    31,0.87094
RR,2012,     4, 73.54, 50.08, 31.53, 17.77,    30,0.43945
RR,2012,     5,476.94,648.12,347.84,457.56,    31,0.6832
RR,2012,     6,234.09, 53.12,157.63, 64.49,    30,0.17417
RR,2012,     7, 87.68, 35.26, 50.10, 21.77,    31,0.98566
RR,2012,     8, 19.76,  8.46, 15.48,  3.77,    31,0.94669
RR,2012,     9,  8.04,  2.79,  5.70,  1.49,    30,0.83834
RR,2013,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2013,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2013,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2013,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2013,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2013,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2013,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2013,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2013,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2013,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2013,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2013,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
RR,2014,    10,  4.15,  0.48,  3.17,  0.23,    31,0.6753
RR,2014,    11,  3.49,  0.12,  2.94,  0.16,    30,0.51713
RR,2014,    12,  3.89,  0.07,  2.99,  0.25,    31,0.18024
RR,2014,     1,  5.48,  5.82,  2.91,  0.25,    31,0.037846
RR,2014,     2,  2.91,  1.89,  2.70,  0.25,    28,0.30274
RR,2014,     3, 23.13, 98.35,  4.89,  9.27,    31,0.86393
RR,2014,     4, 81.57, 60.96, 31.63, 17.70,    30,0.26878
RR,2014,     5,469.99,651.83,344.06,459.86,    31,0.68676
RR,2014,     6,236.56, 51.79,158.67, 63.83,    30,0.14094
RR,2014,     7, 92.03, 36.95, 52.71, 23.10,    31,0.98755
RR,2014,     8, 20.51,  8.85, 15.87,  3.80,    31,0.95668
RR,2014,     9,  8.32,  2.85,  5.91,  1.62,    30,0.84043
